orig_path,prep_path,class,Output,width,height,resize_mode
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (2).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (2).png,Anthracnose,1,480,841,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (20).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (20).png,Anthracnose,1,480,352,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (21).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (21).png,Anthracnose,1,480,580,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (22).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (22).png,Anthracnose,1,480,665,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (23).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (23).png,Anthracnose,1,480,316,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (24).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (24).png,Anthracnose,1,480,309,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (25).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (25).png,Anthracnose,1,480,729,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (26).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (26).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (27).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (27).png,Anthracnose,1,480,784,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (28).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (28).png,Anthracnose,1,480,429,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (29).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (29).png,Anthracnose,1,480,339,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (3).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (3).png,Anthracnose,1,480,522,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (30).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (30).png,Anthracnose,1,480,612,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (31).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (31).png,Anthracnose,1,480,608,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (32).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (32).png,Anthracnose,1,480,395,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (33).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (33).png,Anthracnose,1,480,347,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (34).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (34).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (35).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (35).png,Anthracnose,1,480,272,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (36).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (36).png,Anthracnose,1,480,485,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (37).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (37).png,Anthracnose,1,480,338,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (38).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (38).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (39).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (39).png,Anthracnose,1,480,559,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (4).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (4).png,Anthracnose,1,480,433,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (40).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (40).png,Anthracnose,1,480,479,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (41).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (41).png,Anthracnose,1,480,361,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (42).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (42).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (43).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (43).png,Anthracnose,1,480,503,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (44).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (44).png,Anthracnose,1,480,327,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (45).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (45).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (46).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (46).png,Anthracnose,1,480,498,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (47).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (47).png,Anthracnose,1,480,536,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (48).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (48).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (49).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (49).png,Anthracnose,1,480,591,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (5).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (5).png,Anthracnose,1,480,500,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (50).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (50).png,Anthracnose,1,480,473,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (51).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (51).png,Anthracnose,1,480,665,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (52).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (52).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (53).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (53).png,Anthracnose,1,480,501,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (54).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (54).png,Anthracnose,1,480,567,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (55).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (55).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (56).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (56).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (57).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (57).png,Anthracnose,1,480,386,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (58).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (58).png,Anthracnose,1,480,617,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (59).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (59).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (6).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (6).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (60).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (60).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (61).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (61).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (62).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (62).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (63).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (63).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (64).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (64).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (65).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (65).png,Anthracnose,1,480,478,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (66).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (66).png,Anthracnose,1,480,736,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (67).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (67).png,Anthracnose,1,480,489,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (68).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (68).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (69).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (69).png,Anthracnose,1,480,436,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (7).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (7).png,Anthracnose,1,480,736,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (70).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (70).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (71).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (71).png,Anthracnose,1,480,316,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (72).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (72).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (73).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (73).png,Anthracnose,1,480,461,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (74).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (74).png,Anthracnose,1,480,536,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (75).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (75).png,Anthracnose,1,480,614,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (76).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (76).png,Anthracnose,1,480,570,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (77).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (77).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (78).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (78).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (79).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (79).png,Anthracnose,1,480,274,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (8).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (8).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (80).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (80).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (81).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (81).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (82).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (82).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (83).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (83).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (84).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (84).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (85).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (85).png,Anthracnose,1,480,608,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (86).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (86).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (87).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (87).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (88).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (88).png,Anthracnose,1,480,281,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (89).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (89).png,Anthracnose,1,480,309,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (9).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (9).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (90).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (90).png,Anthracnose,1,480,503,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (91).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (91).png,Anthracnose,1,480,640,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (92).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (92).png,Anthracnose,1,480,360,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (93).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (93).png,Anthracnose,1,480,332,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (94).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (94).png,Anthracnose,1,480,841,width480
E:\Kuliah\Pengenalan Pola\final-project\data\Converted Images\Anthracnose\Anthracnose (95).jpg,E:\Kuliah\Pengenalan Pola\final-project\outputs\preprocessed_clahe\Anthracnose\Anthracnose (95).png,Anthracnose,1,480,360,width480
